"","Operator","count","Fatal","Ratio"
"1240","Eagle Commuter",1,7,0.7
"1241","Eagle Flight - Air Taxi",1,4,1
"1242","EAS Airlines (Executive Airline Services)",1,74,0.961038961038961
"1243","East African Air Charters",1,4,0.8
"1244","East Anglian Flying Services",1,12,0.666666666666667
"1245","East Coast Air - Air Taxi",1,3,1
"1246","East Coast Jets",1,8,1
"1247","East Indonesia Air Taxi",1,13,1
"1248","East Provincial Airways",1,15,0.714285714285714
"1249","Eastern Air Lines / Military - Bolivian Air Force",1,55,1
"1250","Eastern Air Lines / Military - U.S. Army Air Corps",1,3,0.3
"1251","Eastern Air Lines / Military - USN",1,16,1
"1252","Ecuatair",1,60,1
"1253","Ecuato Guineana de Aviacion",1,6,1
"1254","Edde Airlines",1,13,1
"1255","EDELCA",1,12,1
"1256","Edinburgh Air Charter",1,8,0.727272727272727
"1257","Eitos",1,13,1
"1258","Ejercito del Aire",1,16,1
"1259","El Magal Aviation",1,7,1
"1260","Elbee Airlines",1,2,1
"1261","ELK Aviation Co. (leased from Eminex)",1,2,0.117647058823529
"1262","Embry Riddle Company",1,1,1
"1263","Emirates Air Transport",1,4,1
"1264","Empresa Aviacion del Pacifico",1,36,1
"1265","Empresa Nacional de Transp.  Trabalho Aereo",1,5,1
"1266","Empressa Commun. Aí©reas de Veracruz",1,15,1
"1267","Enimex",1,2,0.666666666666667
"1268","ERA Aviation - Air Taxi",1,3,0.6
"1269","ERA Helicopter",1,2,1
"1270","Era Helicopter - Air Taxi",1,2,0.285714285714286
"1271","ETA - Empresa Transportes Aí©reos",1,9,1
"1272","Eurasia",1,4,1
"1273","Eureka Aero Inc. - Air Taxi",1,3,1
"1274","Euro Asia Aviation",1,6,1
"1275","Euroair",1,1,1
"1276","Eurojet Italila",1,2,1
"1277","Europe Aero Service EAS",1,22,1
"1278","Everest Air",1,19,1
"1279","Evergreen Alaska Helicopters, Inc.",1,4,1
"1280","Evergreen International Airlines",1,2,1
"1281","Evolga",1,3,1
"1282","EXA Inc.",1,12,1
"1283","Executive Airlines",1,19,1
"1284","Executive Funds",1,1,0.04
"1285","Executive Jet Sales Inc.",1,6,1
"1286","Exportada De Sal S.A.",1,12,1
"1287","Express Airlines - Northwest Airlink",1,18,1
"1288","F.R. de la Direccion General de Ados",1,20,1
"1289","Fairbanks Air - Air Taxi",1,2,1
"1290","Fairbanks Air Service - Taxi",1,2,1
"1291","Fairflight Ltd.",1,80,0.963855421686747
"1292","Fairways",1,10,0.833333333333333
"1293","Falcon Airways - Air Taxi",1,2,1
"1294","Falcon Aviation Group",1,7,1
"1295","FAMA (Argentina)",1,21,1
"1296","Far Aviation - Air Taxi / Speeds Flying - Air Taxi",1,2,0.222222222222222
"1297","Far East Aviation",1,98,1
"1298","Faraz Qeshm Airlines",1,30,1
"1299","Farnair Hungary",1,2,1
"1300","Federal Airlines",1,53,1
"1301","Festus Flying Service - Air Taxi",1,2,1
"1302","Fiji Air",1,2,1
"1303","Fiji Air Services",1,9,1
"1304","Filipinas Orient Airways",1,11,1
"1305","Fine Air",1,4,1
"1306","First Air",1,2,1
"1307","Flamingo Airlines - Air Taxi",1,2,1
"1308","Flash Air",1,148,1
"1309","Fleming Airways System Transport",1,1,0.0256410256410256
"1310","Fleming International Airways",1,3,1
"1311","Flight Safety Australia",1,2,1
"1312","Flight Service",1,13,1
"1313","Flightline",1,10,1
"1314","Florida Commuter Airlines",1,34,1
"1315","Flugefelag",1,25,1
"1316","Flugfelag Austurlands",1,3,1
"1317","Fly 540",1,3,1
"1318","Flying W Airways",1,2,1
"1319","Flynn's Ferry Service",1,2,1
"1320","Force Area Populaire de Angola",1,37,1
"1321","Ford Air Freight Inc.",1,2,1
"1322","Fortaire Aviation - Air Taxi",1,3,0.6
"1323","Foster Aviation",1,6,1
"1324","Fragtflug",1,3,1
"1325","Francisco Cruz",1,6,1
"1326","Franco-Roumaine",1,5,1
"1327","Fred Olsen Flyveselskap",1,11,0.379310344827586
"1328","Freedom International",1,1,0.5
"1329","Frigorifico Cooperativo Los Andes",1,27,1
"1330","Frigorifico Maniqui",1,7,0.7
"1331","Frigorifico Reyes",1,5,1
"1332","Frigorifico Santa Rita",1,5,1
"1333","Frontier Air",1,1,0.25
"1334","Frontier Flying Service",1,3,0.3
"1335","Fuerza Aí©rea Colombiana",1,80,1
"1336","Fuerza Aí©rea Nicaragua",1,28,1
"1337","Fuerza Aí©rea Panamena",1,16,1
"1338","Fuerza Aí©rea Uruguaya",1,5,0.333333333333333
"1339","Fuerza Aí©rea Venezolana",1,11,1
"1340","Fuerza Area Angolaise",1,47,1
"1341","Fuji Airlines",1,20,0.476190476190476
"1342","Fujita Koku Kabushki Kai",1,19,1
"1343","Fun Air",1,5,1
"1344","G & W Aviation",1,5,1
"1345","Gabon Express",1,19,0.633333333333333
"1346","Gaige Aviation - Air Taxi",1,5,1
"1347","Galaxy Airlines",1,70,0.985915492957746
"1348","Galaxy Kavatsi Airlines",1,8,1
"1349","Galesburg Aviation - Air Taxi",1,2,1
"1350","Gambcrest",1,30,0.535714285714286
"1351","Gander Aviation",1,10,1
"1352","Garamut Aviation",1,3,1
"1353","Garuda  Indonesia Airlines / Garuda Indonesia Airlines",1,34,1
"1354","GAS Air",1,8,1
"1355","Gastonia Aviation - Taxi",1,2,1
"1356","General Air",1,8,0.615384615384615
"1357","General Aviation Inc.",1,2,1
"1358","Georgia Express",1,10,1
"1359","Georgian Air",1,24,1
"1360","Geoterrex",1,3,1
"1361","Ghana Airlink",1,7,0.134615384615385
"1362","Ghana Airways",1,1,0.0303030303030303
"1363","Ginger Coote Airways",1,1,1
"1364","Gira Globo Charter",1,13,1
"1365","GLM Aviation",1,2,0.142857142857143
"1366","Global Executive Aviation",1,4,0.666666666666667
"1367","Globe Air",1,126,0.969230769230769
"1368","Glow Air/Air Castle - Charter",1,3,0.5
"1369","Gol Airlines / Private",1,154,0.956521739130435
"1370","Golden Star Air Cargo",1,7,1
"1371","Golden West Airlines / Private",1,14,1
"1372","Goose Bay Air Services",1,4,0.8
"1373","Gor'ky Eskadril'ya",1,50,1
"1374","Goroka Air Services",1,2,0.5
"1375","Government of Mozambique",1,34,0.772727272727273
"1376","Grand Aire",1,2,1
"1377","Grand Canyon Air - Air Taxi",1,2,1
"1378","Grand Canyon Airlines / Helitech",1,25,1
"1379","Great Lakes Business Complany",1,14,0.933333333333333
"1380","Great Western and Southern Air Lines",1,6,1
"1381","Greek Government",1,7,0.538461538461538
"1382","Green Acres - Air Taxi",1,3,1
"1383","Green River Aviation - Air Taxi",1,3,1
"1384","Greenbriar Airways",1,4,1
"1385","Greylock Airways / Private",1,3,0.214285714285714
"1386","GT Air",1,18,1
"1387","Guardia Nacional de Venezuela",1,16,1
"1388","Guernsey Airways",1,7,1
"1389","Guiena Airways",1,1,1
"1390","Guinea Airways Limited",1,12,1
"1391","Gulf Aviation (Kalinga Airways)",1,16,1
"1392","Gum Air Charter",1,10,1
"1393","Guyana Airways",1,3,1
"1394","Haines Airways - Air Taxi",1,4,0.666666666666667
"1395","Hallo Bay Air - Air Taxi",1,3,1
"1396","Halvorson - Air Taxi",1,3,1
"1397","Hamilton Aviation",1,2,1
"1398","Hang Khong (Vietnam)",1,76,0.844444444444444
"1399","Hankins Airways - Air Taxi",1,2,1
"1400","Harbor Airlines - Air Taxi",1,4,0.666666666666667
"1401","Harbour Air",1,3,1
"1402","Harbour Air Seaplanes Ltd.",1,5,1
"1403","Hargreaves Airways",1,6,0.75
"1404","Harka Air Services",1,16,0.2
"1405","Harold E. Bell - Air Taxi",1,2,1
"1406","Harold's Air Service",1,1,0.25
"1407","Harrington's Inc",1,3,1
"1408","Harry Faulkner - Air Taxi",1,2,1
"1409","Harvey's Flying Service - Air Taxi",1,2,1
"1410","Hati Express",1,11,0.733333333333333
"1411","Havasu City Air - Air Taxi",1,3,1
"1412","Heavylift Cargo Airlines",1,6,0.5
"1413","Helaire Helicopter",1,3,1
"1414","Heli-USA Airways",1,4,0.571428571428571
"1415","Heli-USA Airways, In- Air Taxi",1,4,0.666666666666667
"1416","Heliandes",1,16,1
"1417","Helicol Colombia",1,3,1
"1418","Helicopter - Air Taxi",1,2,0.25
"1419","Helicopteros Nacionales de Colombia",1,15,1
"1420","Helicsa",1,11,0.846153846153846
"1421","Helikopter Service",1,18,1
"1422","Helios Airways",1,121,1
"1423","Helisul Taxi Aí©reo",1,2,1
"1424","Heliwork WA Pty Ltd. - Air Taxi",1,4,1
"1425","Henry Nichols - Air Taxi",1,2,0.666666666666667
"1426","Henry Webber Air - Air Taxi",1,2,1
"1427","Heringer Air Taxi",1,4,1
"1428","Hesler Noble - Air Taxi",1,2,1
"1429","Hewa Bora Airways",1,0,0
"1430","Hibiscus Air",1,9,1
"1431","Himmelsschreiber",1,5,0.833333333333333
"1432","HiTech Helicopters",1,4,1
"1433","Hlavka Aviation - Air Taxi",1,2,1
"1434","Holdens Air Transport Service",1,2,0.5
"1435","Holmstoem Air",1,16,1
"1436","Homer Air Service - Air Taxi",1,2,1
"1437","Horizon Properties",1,5,0.3125
"1438","Hornbill Airways",1,1,0.0588235294117647
"1439","Hoseba",1,10,1
"1440","Houston Metro Airlines",1,6,0.5
"1441","Houston-Beech - Air Taxi",1,3,0.75
"1442","Hudgin Air Service",1,7,1
"1443","Hudson Air Service - Air Taxi",1,2,0.5
"1444","Hughes Airwest  / Military - US Marine Air Corps",1,50,0.980392156862745
"1445","Hunter Airways",1,2,1
"1446","Huron Air",1,2,0.666666666666667
"1447","Hyannis Air Service - Air Taxi",1,3,1
"1448","IAI 1124 Westwind",1,3,1
"1449","IAS Cargo",1,6,1
"1450","Iberia Airlines / Aviaco",1,93,0.688888888888889
"1451","Ibertrans Aí©rea",1,3,1
"1452","Imperial Comm - Air Taxi",1,3,0.75
"1453","IMSS",1,13,1
"1454","Inair Panama",1,2,1
"1455","Independent Air Inc.",1,144,1
"1456","Independent Air Travel",1,3,1
"1457","Indian Airlines/Alliance Airlines",1,55,0.948275862068966
"1458","Indian National Airways",1,2,1
"1459","Indonesian National Police",1,15,0.833333333333333
"1460","Inex Adria Aviopromet",1,75,0.625
"1461","Inex Adria Aviopromet (Yugoslavia)",1,180,1
"1462","Inex Adria Aviopromet / British Airways",1,176,1
"1463","Inland Aviation - Air Taxi",1,2,1
"1464","Inter City Flug",1,7,0.875
"1465","Inter Island Air - Air Taxi",1,2,0.666666666666667
"1466","Inter Island Air Services",1,10,1
"1467","Inter-Island",1,1,0.2
"1468","Interamericana de Aviacion",1,5,1
"1469","Intercontinental de Aviacion",1,51,0.980769230769231
"1470","Interior Airways",1,2,0.5
"1471","Interior Airways - Air Taxi",1,2,1
"1472","International Air Freight",1,1,0.333333333333333
"1473","International Control Commision",1,13,1
"1474","International Jet Charter",1,2,0.4
"1475","Interocean",1,1,0.142857142857143
"1476","Interstate Airlines",1,4,1
"1477","Intracostals - Air Taxi",1,3,1
"1478","Inuvik Coastal Airways",1,2,0.166666666666667
"1479","Invicta International Airlines (UK)",1,108,0.744827586206897
"1480","Iran Air Tours  /  Military - Iranian Air Force",1,133,1
"1481","Iran Asseman Airlines",1,66,1
"1482","Iran National Airlines",1,128,1
"1483","Island Airways Ltd.",1,8,1
"1484","Island Express Helicopter Service",1,4,0.666666666666667
"1485","Island Sky Ferry - Air Taxi",1,0,0
"1486","Islands Nationair",1,13,1
"1487","Islands of the Bahamas Inc",1,2,1
"1488","Itek Air",1,68,0.755555555555556
"1489","Ivolga Avia",1,8,1
"1490","Jack Harter Helicopters",1,5,1
"1491","Jack N. Boswick - Air Taxi",1,2,0.285714285714286
"1492","Jamie Ramirez - Air Taxi",1,3,1
"1493","Japan Air Self-Defence Force",1,14,1
"1494","Japan Aviation Corporation",1,10,0.833333333333333
"1495","Jay Hawk Air - Air Taxi",1,3,1
"1496","JC Air",1,7,1
"1497","Jersey Airways",1,14,1
"1498","Jet Alaska",1,4,1
"1499","Jet Avia Charter",1,4,1
"1500","Jet Charter Group",1,2,1
"1501","Jet Pro",1,2,1
"1502","Jet Wings",1,1,1
"1503","Jetcom S.A.",1,8,1
"1504","Jetcraft",1,1,1
"1505","Jetstream Inc.",1,3,1
"1506","Jetwingsco Inc. - Private Charter",1,18,1
"1507","Johnson Flying Service",1,10,0.357142857142857
"1508","Jordan International Airlines",1,1,0.0175438596491228
"1509","Junction City Fire Department",1,9,0.692307692307692
"1510","Kalinin",1,14,0.7
"1511","Kam Air",1,104,1
"1512","Kansas City Southern Skyways",1,2,1
"1513","Kapowsin Air Sports",1,10,1
"1514","Kata Transportation",1,8,1
"1515","Kauai Helicopter - Air Taxi",1,2,0.666666666666667
"1516","Kavatshi Airlines",1,11,1
"1517","Kelowna Flightcraft Air Charter",1,2,1
"1518","Kenmore Air  - Air Taxi",1,7,1
"1519","Key West Sea Plane Service - Air Taxi",1,5,1
"1520","Keystone Air Services Ltd. - Air Taxi",1,1,0.125
"1521","Khalatyrka",1,20,1
"1522","Khors Aircompany",1,11,1
"1523","Kiev Production Association",1,1,0.0769230769230769
"1524","Kime Flying Service - Air Taxi",1,3,1
"1525","Kimura International",1,10,1
"1526","Kinair Cargo",1,5,1
"1527","King Air Charter",1,3,1
"1528","Kirghizia Aba Zaoldoru",1,15,1
"1529","Kisangani Airlift",1,10,0.909090909090909
"1530","Kish Airlines",1,43,0.934782608695652
"1531","Kismayo Airlines",1,8,1
"1532","Kivu Air Services",1,2,1
"1533","Kiwi West Aviation",1,6,1
"1534","KLM Cityhopper",1,3,0.125
"1535","Knight Air",1,12,1
"1536","Knowles Flying Service of Detroit",1,3,0.25
"1537","Kodiak Western Alaska Airlines",1,4,1
"1538","Komi Avia",1,14,0.933333333333333
"1539","Kondair",1,1,1
"1540","Krasnoyarskavia",1,10,0.833333333333333
"1541","Krasnoyarskie Avialinii",1,20,1
"1542","Kuban Airlines",1,36,1
"1543","Kurtzer Flying Service - Taxi",1,2,1
"1544","Kuwait Airways",1,2,0.0178571428571429
"1545","L & J Company",1,6,0.230769230769231
"1546","L.J. Simmons - Air Taxi",1,4,0.666666666666667
"1547","L'Armí©e de L'Air",1,21,1
"1548","L'Express Airlines",1,13,0.866666666666667
"1549","Lí_der Tíçxi Aí©reo",1,4,1
"1550","Lí_neas Aí©reas Suramericanas",1,3,1
"1551","La Costena",1,16,1
"1552","Lab Flying Service - Air Taxi",1,6,1
"1553","Labradore Airways",1,4,1
"1554","LAC Columbia",1,4,1
"1555","Lackey Aero Company - Taxi",1,4,1
"1556","LACOL",1,2,0.181818181818182
"1557","LACSA",1,11,0.785714285714286
"1558","Ladeco",1,36,1
"1559","Lake Central Airlines",1,38,1
"1560","Lake Havasu Air",1,6,1
"1561","Lambair",1,2,1
"1562","LANC Colombia",1,5,0.277777777777778
"1563","Lancashire Aircraft Corporation (Skyways)",1,39,1
"1564","Lao Cathay Airlines",1,10,0.833333333333333
"1565","Laoag International Airlines",1,19,0.558823529411765
"1566","LAPA, Lineas Aereas Privadas Argentinas",1,64,0.621359223300971
"1567","LATI",1,10,1
"1568","Lauda Air",1,223,1
"1569","Laurentian Air Services",1,5,0.454545454545455
"1570","LAV - Linea Aeropostal Venezolana",1,47,1
"1571","Layman Weikle - Taxi",1,2,1
"1572","Leadair - Charter",1,10,1
"1573","Leamon Flying Service",1,3,1
"1574","Lebanese International Airways",1,27,1
"1575","Leeward Islands Air Transport",1,13,1
"1576","Lehigh Acres Development Inc.",1,1,0.0303030303030303
"1577","Les Ailes de Gaspí© Inc.",1,3,1
"1578","Lester C. Bush - Air Taxi",1,3,0.375
"1579","Lexington Air Taxi",1,9,1
"1580","Liard Air",1,1,0.2
"1581","Libya Arab Airlines",1,110,0.973451327433628
"1582","Libya Arab Airlines / Military -  Libya Air Force",1,157,1
"1583","Lina Congo",1,3,0.375
"1584","Linair Express",1,7,0.777777777777778
"1585","Linea Aí©rea Mexicana de Carga",1,2,0.5
"1586","Linea Aí©rea Nacional",1,1,0.0333333333333333
"1587","Linea Expresa Bolivar",1,4,1
"1588","Lineas Aí©reas Brasil",1,5,0.166666666666667
"1589","Lineas Aí©reas Cave",1,3,0.428571428571429
"1590","Lineas Aí©reas Colombianas",1,7,1
"1591","Lineas Aí©reas Costarricenses",1,2,1
"1592","Lineas Aí©reas Costarricenses  LACSA",1,22,1
"1593","Lineas Aí©reas Interpolar",1,8,1
"1594","Lineas Aí©reas la Urraca",1,20,1
"1595","Lineas Aí©reas Mineras",1,1,0.166666666666667
"1596","Lineas Aí©reas Sud Americana",1,5,1
"1597","Lineas Aí©reas Suramericanas",1,8,1
"1598","Lineas Aí©reas Trans. Brasileira",1,2,0.105263157894737
"1599","Lineas Aereas",1,20,1
"1600","Lineas Aereas de Angola",1,29,1
"1601","Lineas Aereas de Espana/Spantax SA Transportes",1,68,0.373626373626374
"1602","Lineas Aereas de los Libertadores",1,8,0.888888888888889
"1603","Lineas Aereas del Caribe",1,4,1
"1604","Lineas Aereas del Estado",1,16,1
"1605","Lineas Aereas Mineras",1,12,1
"1606","Lineas Aereas Suramericanas",1,3,0.5
"1607","Lineas Aereas Unidas",1,13,0.619047619047619
"1608","Lineas Areas del Centro",1,18,0.857142857142857
"1609","Lineas Areas Unidas",1,22,1
"1610","Lineas Areas Venezolanas",1,34,1
"1611","Linjefyg",1,31,0.720930232558139
"1612","Lion Air",1,26,0.168831168831169
"1613","Lionair",1,55,1
"1614","Lisa Jet Inc. - Air Taxi",1,3,1
"1615","Living Water Teaching Ministries Charter",1,11,0.611111111111111
"1616","Livingston Helicopter - Air Taxi",1,5,1
"1617","Lloyd Aereo Colombiano",1,37,0.725490196078431
"1618","Lloyd Aero Boliviano",1,2,1
"1619","Lockheed AC-130H Hercules",1,13,1
"1620","Loma Linda University - Air Taxi",1,4,1
"1621","Lone Star Airlines",1,3,1
"1622","Luft-Taxi Emsland",1,6,0.857142857142857
"1623","Lufthansa Cargo Airlines",1,5,1
"1624","Lufthansa Cityline",1,4,0.173913043478261
"1625","Lumbini Airways",1,18,1
"1626","Luthi Aviation - Air Taxi",1,2,1
"1627","Luxair",1,20,0.909090909090909
"1628","Mabuhay Airways",1,1,0.125
"1629","Macchi",1,13,1
"1630","Macon Horizons - Air Taxi",1,4,1
"1631","Maddux Airlines",1,16,1
"1632","Maddux Airlines / Military - U.S.Army Air Force",1,6,1
"1633","Madrid Taxi Aí©reo - Charter",1,9,1
"1634","Magistralnye Avialinii",1,17,1
"1635","MajestiAir Cargo",1,2,1
"1636","MALERT",1,2,1
"1637","Malert Airlines",1,12,1
"1638","Malindi Air Services",1,2,1
"1639","Mamer - Shreck  - Air Taxi",1,3,0.75
"1640","Manacíç Tíçxi Aí©reo",1,5,1
"1641","Manchurian Air Lines",1,18,1
"1642","Mango Airlines",1,5,1
"1643","Mannin Airways",1,8,0.888888888888889
"1644","Manunggal Air",1,1,0.0526315789473684
"1645","MAP - Ministerstvo Aviatsionnoi Promyshlennosti",1,9,0.9
"1646","Marco Zero Air Taxi",1,5,1
"1647","MarkAir Commuter",1,1,1
"1648","MaRoberston-Miller Airlines",1,18,1
"1649","MaRobertson Miller Airlines",1,2,0.181818181818182
"1650","MaRobertson-Miller Airlines",1,26,1
"1651","Marsland Aviation",1,7,0.166666666666667
"1652","Maryland State Police",1,4,0.8
"1653","MATS - Manila Aero Transport System",1,7,0.291666666666667
"1654","Mavrik Aire Transport",1,1,0.333333333333333
"1655","Mayoral Executive Jet",1,1,0.5
"1656","McCoy Flying Service - Taxi",1,2,0.166666666666667
"1657","McKenzie Flying Service - Air Taxi",1,3,1
"1658","McKinley Air Service - Air Taxi",1,4,1
"1659","MD Air Services",1,6,1
"1660","Med Flight Air Ambulance - Private",1,5,1
"1661","Mercer Airlines",1,3,0.5
"1662","Mercury Aviation",1,13,1
"1663","MerriAviation - Air Taxi",1,4,1
"1664","Metro Air Systems",1,11,1
"1665","Metro Aviation",1,3,1
"1666","Metro Cargo",1,4,0.4
"1667","Metro Commuter - Air Taxi",1,5,1
"1668","Mexican Government",1,8,1
"1669","Mid Continent Airlines",1,16,0.64
"1670","Mid Island Air - Air Taxi",1,3,1
"1671","Mid PacifiAir",1,2,1
"1672","Mid-AtlantiFreight",1,1,1
"1673","Middle East Airlines / Military - Turkish Air ForceC-47",1,17,1
"1674","Middle States Airlines",1,4,1
"1675","Midwest Express",1,31,1
"1676","Mililtary - Royal Canadian Air Force",1,7,1
"1677","Mililtary - Soviet Air Force",1,20,1
"1678","Mililtary - U.S. Navy",1,12,1
"1679","Military -  (2) U.S. Army Air Forces",1,20,1
"1680","Military - Algerian Air Force",1,4,1
"1681","Military - Angolan  Air Force",1,5,0.125
"1682","Military - Angolan Armed Forces",1,20,0.8
"1683","Military - Argentine Navy",1,12,1
"1684","Military - Armí©e de l'Air Malgache",1,13,1
"1685","Military - Australian Army Aviation",1,18,0.642857142857143
"1686","Military - British Air Ministry",1,48,0.888888888888889
"1687","Military - Burma Air Force",1,17,1
"1688","Military - Canadian Air Force",1,9,1
"1689","Military - Canadian Army",1,11,1
"1690","Military - Centrafricain Airlines",1,24,1
"1691","Military - Chadian Air Force",1,5,0.714285714285714
"1692","Military - Chilian Navy",1,11,1
"1693","Military - Colombian government",1,20,1
"1694","Military - Corrieri Aerei Militari",1,16,1
"1695","Military - Cuban Air Force",1,29,1
"1696","Military - Deutsche Luftwaffe",1,40,1
"1697","Military - Dostum-Galboddin Militia",1,50,0.714285714285714
"1698","Military - El Salvador Air Force",1,37,1
"1699","Military - Federal Nigerian Air Force",1,158,1
"1700","Military - Finish Air Force",1,15,1
"1701","Military - Florida Army National Guard",1,21,1
"1702","Military - Forí_a Aí©rea Brasileira",1,20,1
"1703","Military - Forí_a Aí©rea Portuguesa",1,21,0.6
"1704","Military - Force Aí©rienne Zaí¿roise",1,36,1
"1705","Military - Forces Militaires Franí_aises",1,37,1
"1706","Military - French Navy",1,52,1
"1707","Military - Fuerza Aí©rea Argentina",1,6,1
"1708","Military - Fuerza Aí©rea Colombiana",1,7,1
"1709","Military - Fuerza Aí©rea de Chile",1,14,1
"1710","Military - Fuerza Del Peru",1,13,1
"1711","Military - German Air National Guard",1,4,1
"1712","Military - Government of Equatorial Guinea",1,13,1
"1713","Military - Government of Macedonia",1,9,1
"1714","Military - Greek Air Force",1,5,1
"1715","Military - Greek Army",1,17,1
"1716","Military - Guatemalan Air Force",1,25,0.925925925925926
"1717","Military - HelleniAir Force",1,63,1
"1718","Military - Indian Navy",1,12,1
"1719","Military - IslamiRevolution's Guards Corps",1,275,1
"1720","Military - Israel  Air Force",1,20,1
"1721","Military - Israel Air Force",1,54,1
"1722","Military - Israel Air Force /Military -  Israel Air Force",1,73,1
"1723","Military - Japan Air Self Defense Force",1,10,1
"1724","Military - Japanese Air Self-Defence Force",1,5,1
"1725","Military - Kenya Air Force",1,14,0.823529411764706
"1726","Military - Kenyan Air Force",1,46,1
"1727","Military - Kuwait Air Force",1,8,1
"1728","Military - Lao People's Liberation Army Air Force",1,26,1
"1729","Military - Luftwaffe",1,10,1
"1730","Military - Luftwaffe / Military - USAF",1,33,1
"1731","Military - Lybian Arab Air Force",1,6,1
"1732","Military - Macedonian Air Force",1,11,1
"1733","Military - Madagascar Air Force",1,34,1
"1734","Military - Malaysian Air Force",1,5,1
"1735","Military - Niger Air Force",1,14,1
"1736","Military - People's Army/ Military - Peoples Air Force",1,24,1
"1737","Military - People's Liberation Army",1,16,1
"1738","Military - Peruvian Air Force - TANS",1,8,0.195121951219512
"1739","Military - Peruvian Army Aviation",1,23,1
"1740","Military - Peruvian Naval Aviation",1,42,0.976744186046512
"1741","Military - Royal Airship Works",1,46,1
"1742","Military - Royal HelleniAir Force",1,23,0.851851851851852
"1743","Military - Royal Lao Air Force",1,35,1
"1744","Military - Royal Lesotho Defence Force",1,18,1
"1745","Military - Royal Netherlands East Indies Air Force",1,20,1
"1746","Military - Royal Netherlands Naval Air Service",1,1,1
"1747","Military - Royal Norwegian Air Force",1,19,1
"1748","Military - Russian",1,18,1
"1749","Military - Russian Air Force / Military - Russian Air Force",1,77,0.927710843373494
"1750","Military - Russian Air Force/Uzbekistan Airways",1,15,1
"1751","Military - Russian Army",1,12,0.8
"1752","Military - Russian Navy",1,17,0.85
"1753","Military - Russian, cargo",1,18,1
"1754","Military - Salvadoran Air Force",1,28,1
"1755","Military - Salvadorian Air Force",1,12,0.857142857142857
"1756","Military - Servicio Aereo Nacional",1,11,0.916666666666667
"1757","Military - Slovak Air Force",1,42,0.976744186046512
"1758","Military - Soviet Navy",1,52,1
"1759","Military - Spanish Air Force.",1,22,1
"1760","Military - Sudanese Air Force",1,91,1
"1761","Military - Taliban Militia",1,20,1
"1762","Military - Tentara Nasional Indonesia Navy",1,9,1
"1763","Military - Thai Army",1,10,1
"1764","Military - U. S. Air Force",1,36,1
"1765","Military - U. S. Navy",1,42,1
"1766","Military - U.S.  Air Force / Military - U.S. Navy",1,47,0.959183673469388
"1767","Military - U.S. Air Force / Military -  U.S. Air Force",1,16,1
"1768","Military - U.S. Air Force / Military -  U.S. Army",1,25,1
"1769","Military - U.S. Air Force / Military U.S. Air Force",1,0,0
"1770","Military - U.S. Air Force/Military - U.S. Air Force",1,18,1
"1771","Military - U.S. Army / Military U.S. Army",1,26,1
"1772","Military - U.S. Army Air Corps",1,13,1
"1773","Military - U.S. Army Air Force",1,19,0.575757575757576
"1774","Military - U.S. Army Air Forces / Military - U.S. Army Air Forces",1,25,1
"1775","Military - U.S. Army Air Service",1,34,0.755555555555556
"1776","Military - U.S. Marines",1,31,1
"1777","Military - U.S. Navy / Military -  U.S. Navy",1,27,1
"1778","Military - U.S. Navy / NASA",1,16,0.941176470588235
"1779","Military - Ukraine Air Force",1,0,0
"1780","Military - Unified Yemen Air Force",1,57,1
"1781","Military - United States Air Force",1,5,1
"1782","Military - United States Marine Corps",1,4,1
"1783","Military - Uruguayan Air Force",1,44,1
"1784","Military - US Air Force",1,10,0.909090909090909
"1785","Military - US Army",1,12,1
"1786","Military - Vietnamese Air Force / Military - U.S. Army",1,18,1
"1787","Military - West German Air Force",1,35,0.875
"1788","Military - Zambia Air Force",1,13,1
"1789","Military - Zimbabwe Air Force",1,17,1
"1790","Military Soviet  Air Force - Aeroflot",1,120,1
"1791","Military U.S. Navy",1,0,0
"1792","Military U.S. Navy / Military - U.S. Navy",1,28,1
"1793","Million Air",1,4,1
"1794","Miltiary - U.S. Airforce",1,6,1
"1795","Mimika Air",1,11,1
"1796","Mineral County Airlines",1,35,1
"1797","Minerva Airlines",1,4,0.129032258064516
"1798","Ministerstvo Obshchestvo Mashinostroyeniya",1,9,1
"1799","MMM Aero Services",1,30,1
"1800","Moldovan Aeriantur-M Air Cargo",1,34,0.971428571428571
"1801","Monarch Aviation",1,3,1
"1802","Mongolian Defense Ministry",1,15,0.681818181818182
"1803","Monmouth Airways",1,4,0.5
"1804","Monument Valle - Air Taxi",1,2,1
"1805","Moore's Air Charter",1,12,1
"1806","Morningstar Air Express",1,1,1
"1807","Morris Hancock Flying Club - Charter",1,3,1
"1808","Moskovia Airlines",1,9,1
"1809","Moyer Aviation - Air Taxi",1,4,1
"1810","Mt. McKinley Airfreight",1,4,1
"1811","Mustang Aviati",1,5,1
"1812","Mustique Airways",1,1,0.1
"1813","Nacional de Aviacion",1,18,1
"1814","Naftogaz",1,20,1
"1815","Nahanni Air Services",1,7,1
"1816","Nash and Tampo - Air Taxi",1,5,1
"1817","Naske Air",1,3,1
"1818","Nationair (chartered by Nigeria Airways)",1,261,1
"1819","National Air Operators",1,3,1
"1820","National Air Transport Services",1,13,1
"1821","National Airways",1,3,0.272727272727273
"1822","National Jet Services Inc.,  (Air Indiana)",1,29,1
"1823","National Parks Airways",1,7,1
